name,type1,type2,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary,japanese_name
Staravia,normal,flying,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,120,Starling Pokémon,50,1059860,0.6,55,50,397,40,40,80,15.5,4,0,Mukubirdムクバード
Staraptor,normal,flying,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Predator Pokémon,70,1059860,1.2,85,50,398,50,60,100,24.9,4,0,Mukuhawkムクホーク
Bidoof,normal,,"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,Plump Mouse Pokémon,40,1000000,0.5,59,50,399,35,40,31,20.0,4,0,Bippaビッパ
Bibarel,normal,water,"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,Beaver Pokémon,60,1000000,1.0,79,50,400,55,60,71,31.5,4,0,Beadaruビーダル
Kricketot,bug,,"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,Cricket Pokémon,41,1059860,0.3,37,50,401,25,41,25,2.2,4,0,Korobohshiコロボーシ
Kricketune,bug,,"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,Cricket Pokémon,51,1059860,1.0,77,50,402,55,51,65,25.5,4,0,Korotockコロトック
Shinx,electric,,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,Flash Pokémon,34,1059860,0.5,45,50,403,40,34,45,9.5,4,0,Kolinkコリンク
Luxio,electric,,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,Spark Pokémon,49,1059860,0.9,60,50,404,60,49,60,30.5,4,0,Luxioルクシオ
Luxray,electric,,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,Gleam Eyes Pokémon,79,1059860,1.4,80,50,405,95,79,70,42.0,4,0,Rentorarレントラー
Budew,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,Bud Pokémon,35,1059860,0.2,40,50,406,50,70,55,1.2,4,0,Subomieスボミー
Roserade,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,Bouquet Pokémon,65,1059860,0.9,60,50,407,125,105,90,14.5,4,0,Roseradeロズレイド
Cranidos,rock,,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,Head Butt Pokémon,40,600000,0.9,67,88.1,408,30,30,58,31.5,4,0,Zugaidosズガイドス
Rampardos,rock,,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,Head Butt Pokémon,60,600000,1.6,97,88.1,409,65,50,58,102.5,4,0,Rampaldラムパルド
Shieldon,rock,steel,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,Shield Pokémon,118,600000,0.5,30,88.1,410,42,88,30,57.0,4,0,Tatetopsタテトプス
Bastiodon,rock,steel,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,Shield Pokémon,168,600000,1.3,60,88.1,411,47,138,30,149.5,4,0,Toridepsトリデプス
Burmy,bug,,"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,Bagworm Pokémon,45,1000000,0.2,40,50,412,29,45,36,3.4,4,0,Minomucchiミノムッチ
Wormadam,bug,grass,"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,Bagworm Pokémon,95,1000000,0.5,60,0,413,69,95,36,6.5,4,0,Minomadam (kusaki No Mino)ミノマダム
Mothim,bug,flying,"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,Moth Pokémon,50,1000000,0.9,70,100,414,94,50,66,23.3,4,0,Gamaleガーメイル
Combee,bug,flying,"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,Tiny Bee Pokémon,42,1059860,0.3,30,88.1,415,30,42,70,5.5,4,0,Mitsuhoneyミツハニー
Vespiquen,bug,flying,"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,Beehive Pokémon,102,1059860,1.2,70,0,416,80,102,40,38.5,4,0,Beequenビークイン
Pachirisu,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,EleSquirrel Pokémon,70,1000000,0.4,60,50,417,45,90,95,3.9,4,0,Pachirisuパチリス
Buizel,water,,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,Sea Weasel Pokémon,35,1000000,0.7,55,50,418,60,30,85,29.5,4,0,Buoyselブイゼル
Floatzel,water,,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,Sea Weasel Pokémon,55,1000000,1.1,85,50,419,85,50,115,33.5,4,0,Floazelフローゼル
Cherubi,grass,,['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,Cherry Pokémon,45,1000000,0.4,45,50,420,62,53,35,3.3,4,0,Cherinboチェリンボ
Cherrim,grass,,['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,Blossom Pokémon,70,1000000,0.5,70,50,421,87,78,85,9.3,4,0,Cherrimチェリム
Shellos,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,Sea Slug Pokémon,48,1000000,0.3,76,50,422,57,62,34,6.3,4,0,Karanakushiカラナクシ
Gastrodon,water,ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,Sea Slug Pokémon,68,1000000,0.9,111,50,423,92,82,39,29.9,4,0,Tritodonトリトドン
Ambipom,normal,,"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,Long Tail Pokémon,66,800000,1.2,75,50,424,60,66,115,20.3,4,0,Etebothエテボース
Drifloon,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,Balloon Pokémon,34,1640000,0.4,90,50,425,60,44,70,1.2,4,0,Fuwanteフワンテ
Drifblim,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,Blimp Pokémon,44,1640000,1.2,150,50,426,90,54,80,15.0,4,0,Fuwarideフワライド
Buneary,normal,,"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,Rabbit Pokémon,44,1000000,0.4,55,50,427,44,56,85,5.5,4,0,Mimirolミミロル
Lopunny,normal,,"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,Rabbit Pokémon,94,1000000,1.2,65,50,428,54,96,135,33.3,4,0,Mimilopミミロップ
Mismagius,ghost,,['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,Magical Pokémon,60,800000,0.9,60,50,429,105,105,105,4.4,4,0,Mumargiムウマージ
Honchkrow,dark,flying,"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,Big Boss Pokémon,52,1059860,0.9,100,50,430,105,52,71,27.3,4,0,Dongkarasuドンカラス
Glameow,normal,,"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,Catty Pokémon,42,800000,0.5,49,24.6,431,42,37,85,3.9,4,0,Nyarmarニャルマー
Purugly,normal,,"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,Tiger Cat Pokémon,64,800000,1.0,71,24.6,432,64,59,112,43.8,4,0,Bunyattoブニャット
Chingling,psychic,,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,Bell Pokémon,50,800000,0.2,45,50,433,65,50,45,0.6,4,0,Lisyanリーシャン
Stunky,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,Skunk Pokémon,47,1000000,0.4,63,50,434,41,41,74,19.2,4,0,Skunpuuスカンプー
Skuntank,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,Skunk Pokémon,67,1000000,1.0,103,50,435,71,61,84,38.0,4,0,Skutankスカタンク
Bronzor,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,Bronze Pokémon,86,1000000,0.5,57,,436,24,86,23,60.5,4,0,Dohmirrorドーミラー
Bronzong,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,Bronze Bell Pokémon,116,1000000,1.3,67,,437,79,116,33,187.0,4,0,Dohtakunドータクン
Bonsly,rock,,"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,Bonsai Pokémon,95,1000000,0.5,50,50,438,10,45,10,15.0,4,0,Usohachiウソハチ
Mime Jr.,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,Mime Pokémon,45,1000000,0.6,20,50,439,70,90,60,13.0,4,0,Maneneマネネ
Happiny,normal,,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,Playhouse Pokémon,5,800000,0.6,100,0,440,15,65,30,24.4,4,0,Pinpukuピンプク
Chatot,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,Music Note Pokémon,45,1059860,0.5,76,50,441,92,42,91,1.9,4,0,Perapペラップ
Spiritomb,ghost,dark,"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,Forbidden Pokémon,108,1000000,1.0,50,50,442,92,108,35,108.0,4,0,Mikarugeミカルゲ
Gible,dragon,ground,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,Land Shark Pokémon,45,1250000,0.7,58,50,443,40,45,42,20.5,4,0,Fukamaruフカマル
Gabite,dragon,ground,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,Cave Pokémon,65,1250000,1.4,68,50,444,50,55,82,56.0,4,0,Gabiteガバイト
Garchomp,dragon,ground,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,Mach Pokémon,115,1250000,1.9,108,50,445,120,95,92,95.0,4,0,Gaburiasガブリアス
Munchlax,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,Big Eater Pokémon,40,1250000,0.6,135,88.1,446,40,85,5,105.0,4,0,Gonbeゴンベ
Riolu,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,Emanation Pokémon,40,1059860,0.7,40,88.1,447,35,40,60,20.2,4,0,Rioluリオル
Lucario,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,Aura Pokémon,88,1059860,1.2,70,88.1,448,140,70,112,54.0,4,0,Lucarioルカリオ
Hippopotas,ground,,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,Hippo Pokémon,78,1250000,0.8,68,50,449,38,42,32,49.5,4,0,Hippopotasヒポポタス
Hippowdon,ground,,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight Pokémon,118,1250000,2.0,108,50,450,68,72,47,300.0,4,0,Kabaldonカバルドン
Skorupi,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,Scorpion Pokémon,90,1250000,0.8,40,50,451,30,55,65,12.0,4,0,Scorupiスコルピ
Drapion,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,Ogre Scorp Pokémon,110,1250000,1.3,70,50,452,60,75,95,61.5,4,0,Dorapionドラピオン
Croagunk,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,Toxic Mouth Pokémon,40,1000000,0.7,48,50,453,61,40,50,23.0,4,0,Gureggruグレッグル
Toxicroak,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,Toxic Mouth Pokémon,65,1000000,1.3,83,50,454,86,65,85,44.4,4,0,Dokurogドクロッグ
Carnivine,grass,,['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,Bug Catcher Pokémon,72,1250000,1.4,74,50,455,90,72,46,27.0,4,0,Muskippaマスキッパ
Finneon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,Wing Fish Pokémon,56,600000,0.4,49,50,456,49,61,66,7.0,4,0,Keikouoケイコウオ
Lumineon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon Pokémon,76,600000,1.2,69,50,457,69,86,91,24.0,4,0,Neolantネオラント
Mantyke,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite Pokémon,50,1250000,1.0,45,50,458,60,120,50,65.0,4,0,Tamantaタマンタ
Snover,grass,ice,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,Frosted Tree Pokémon,50,1250000,1.0,60,50,459,62,60,40,50.5,4,0,Yukikaburiユキカブリ
Abomasnow,grass,ice,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,Frosted Tree Pokémon,105,1250000,2.2,90,50,460,132,105,30,135.5,4,0,Yukinoohユキノオー
Weavile,dark,ice,"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,Sharp Claw Pokémon,65,1059860,1.1,70,50,461,45,85,125,34.0,4,0,Manyulaマニューラ
Magnezone,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,1.2,70,,462,130,90,60,180.0,4,0,Jibacoilジバコイル
Lickilicky,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking Pokémon,95,1000000,1.7,110,50,463,80,95,50,140.0,4,0,Berobeltベロベルト
Rhyperior,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill Pokémon,130,1250000,2.4,115,50,464,55,55,40,282.8,4,0,Dosidonドサイドン
Tangrowth,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine Pokémon,125,1000000,2.0,100,50,465,110,50,50,128.6,4,0,Mojumboモジャンボ
Electivire,electric,,"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,1.8,75,75.4,466,95,85,95,138.6,4,0,Elekibleエレキブル
Magmortar,fire,,"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast Pokémon,67,1000000,1.6,75,75.4,467,125,95,83,68.0,4,0,Booburnブーバーン
Togekiss,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee Pokémon,95,800000,1.5,85,88.1,468,120,115,80,38.0,4,0,Togekissトゲキッス
Yanmega,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner Pokémon,86,1000000,1.9,86,50,469,116,56,95,51.5,4,0,Megayanmaメガヤンマ
Leafeon,grass,,"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant Pokémon,130,1000000,1.0,65,88.1,470,60,65,95,25.5,4,0,Leafiaリーフィア
Glaceon,ice,,"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,0.8,65,88.1,471,130,95,65,25.9,4,0,Glaciaグレイシア
Gliscor,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp Pokémon,125,1059860,2.0,75,50,472,45,75,95,42.5,4,0,Glionグライオン
Mamoswine,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,2.5,110,50,473,70,60,80,291.0,4,0,Mammooマンムー
Porygon-Z,normal,,"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,,474,135,75,90,34.0,4,0,Porygon-zポリゴンＺ
Gallade,psychic,fighting,"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,Blade Pokémon,95,1250000,1.6,68,100,475,65,115,110,52.0,4,0,Erureidoエルレイド
Probopass,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass Pokémon,145,1000000,1.4,60,50,476,75,150,40,340.0,4,0,Dainoseダイノーズ
Dusknoir,ghost,,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,50,477,65,135,45,106.6,4,0,Yonoirヨノワール
Froslass,ice,ghost,"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,0,478,80,70,110,26.6,4,0,Yukimenokoユキメノコ
Rotom,electric,ghost,['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,Plasma Pokémon,107,1000000,0.3,50,,479,105,107,86,0.3,4,0,Rotomロトム
Uxie,psychic,,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,Knowledge Pokémon,130,1250000,0.3,75,,480,75,130,95,0.3,4,1,Yuxieユクシー
Mesprit,psychic,,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion Pokémon,105,1250000,0.3,80,,481,105,105,80,0.3,4,1,Emritエムリット
Azelf,psychic,,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,Willpower Pokémon,70,1250000,0.3,75,,482,125,70,115,0.3,4,1,Agnomeアグノム
Dialga,steel,dragon,"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal Pokémon,120,1250000,5.4,100,,483,150,100,90,683.0,4,1,Dialgaディアルガ
Palkia,water,dragon,"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial Pokémon,100,1250000,4.2,90,,484,150,120,100,336.0,4,1,Palkiaパルキア
Heatran,fire,steel,"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,1.7,91,50,485,130,106,77,430.0,4,1,Heatranヒードラン
Regigigas,normal,,['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal Pokémon,110,1250000,3.7,110,,486,80,110,100,420.0,4,1,Regigigasレジギガス
Giratina,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,,487,120,100,90,750.0,4,1,Giratina (another Forme)ギラティナ
Cresselia,psychic,,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,0,488,75,130,85,85.6,4,1,Cresseliaクレセリア
Phione,water,,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,0.4,80,,489,80,80,80,3.1,4,0,Phioneフィオネ
Manaphy,water,,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring Pokémon,100,1250000,0.3,100,,490,100,100,100,1.4,4,1,Manaphyマナフィ
Darkrai,dark,,['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,1.5,70,,491,135,90,125,50.5,4,1,Darkraiダークライ
Shaymin,grass,grass,"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,Gratitude Pokémon,75,1059860,0.2,100,,492,120,75,127,2.1,4,1,Shaymin (sky Forme)シェイミ
Arceus,normal,,['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,Alpha Pokémon,120,1250000,3.2,120,,493,120,120,120,320.0,4,1,Arceusアルセウス
Victini,psychic,fire,['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,,494,100,100,100,4.0,5,1,Victiniビクティニ
Snivy,grass,,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,Grass Snake Pokémon,55,1059860,0.6,45,88.1,495,45,55,63,8.1,5,0,Tsutarjaツタージャ
Servine,grass,,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,Grass Snake Pokémon,75,1059860,0.8,60,88.1,496,60,75,83,16.0,5,0,Janovyジャノビー
Serperior,grass,,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,88.1,497,75,95,113,63.0,5,0,Jalordaジャローダ
